account_id,account_name,industry,country,plan_tier,current_plan_tier,seats,total_mrr,avg_mrr,account_age_days,subscription_tenure_days,days_since_latest_subscription_start,target_future_churn
A-c9bb3e,Company_336,EdTech,US,Pro,Enterprise,5,9730,1390.0,190,158,0,1
A-4814a3,Company_337,Cybersecurity,IN,Basic,Pro,87,4263,4263.0,13,3,3,1
A-b7b7b7,Company_338,FinTech,US,Basic,Enterprise,24,17416,2488.0,92,80,11,0
A-ccc747,Company_339,HealthTech,FR,Pro,Enterprise,16,3381,845.25,262,140,19,0
A-bb3bd4,Company_340,HealthTech,US,Basic,Enterprise,23,7015,1403.0,247,178,14,0
A-09316c,Company_341,FinTech,AU,Enterprise,Enterprise,70,29190,9730.0,19,11,7,1
A-96bbc6,Company_342,Cybersecurity,US,Enterprise,Enterprise,39,16630,3326.0,146,130,22,1
A-bc4d48,Company_343,EdTech,US,Pro,Pro,35,4760,952.0,110,96,32,0
A-b30291,Company_344,HealthTech,US,Basic,Enterprise,5,5130,732.8571428571429,178,174,3,0
A-cdf020,Company_345,DevTools,AU,Pro,Enterprise,23,7615,1903.75,411,249,79,0
A-e6afc1,Company_346,DevTools,US,Pro,Enterprise,1,22582,2258.2,584,495,31,0
A-e3bd71,Company_347,Cybersecurity,US,Basic,Enterprise,31,27773,3471.625,555,546,101,0
A-098560,Company_349,DevTools,UK,Enterprise,Enterprise,1,10770,1196.6666666666667,345,295,25,0
A-82861f,Company_350,DevTools,UK,Basic,Enterprise,41,24527,4087.8333333333335,158,135,57,0
A-94c3cd,Company_351,FinTech,CA,Enterprise,Enterprise,32,2668,667.0,376,268,1,0
A-a33200,Company_352,HealthTech,US,Basic,Enterprise,29,7192,3596.0,15,4,3,1
A-034368,Company_353,EdTech,US,Enterprise,Basic,19,494,247.0,330,291,101,0
A-d82ef9,Company_355,EdTech,UK,Basic,Enterprise,26,11571,1446.375,90,78,2,0
A-bb2f49,Company_356,Cybersecurity,US,Pro,Enterprise,8,18301,2287.625,491,459,26,0
A-1f559b,Company_357,HealthTech,US,Enterprise,Enterprise,5,10160,1451.4285714285713,392,284,67,0
A-5a215a,Company_358,EdTech,FR,Enterprise,Enterprise,87,114057,9504.75,269,243,12,0
A-3f9cc0,Company_359,HealthTech,US,Basic,Enterprise,22,19940,2848.5714285714284,119,99,57,0
A-ed510f,Company_361,Cybersecurity,IN,Basic,Enterprise,42,33306,4163.25,622,571,12,0
A-a7bd4b,Company_363,Cybersecurity,US,Enterprise,Enterprise,5,6268,569.8181818181819,593,561,5,1
A-d4ac0e,Company_364,DevTools,UK,Basic,Enterprise,18,9173,833.9090909090909,163,143,13,0
A-ffdfd5,Company_365,EdTech,US,Basic,Pro,3,6016,1203.2,170,159,16,0
A-0dbdc6,Company_366,Cybersecurity,DE,Pro,Enterprise,30,14030,2338.3333333333335,596,474,90,0
A-7cfe77,Company_367,DevTools,US,Pro,Pro,69,8073,2691.0,82,62,37,1
A-1f0636,Company_368,EdTech,AU,Pro,Enterprise,105,71820,7980.0,273,216,28,0
A-40de06,Company_369,Cybersecurity,US,Enterprise,Enterprise,28,22758,1625.5714285714287,511,485,17,0
A-cb5333,Company_370,DevTools,US,Pro,Enterprise,33,22395,1722.6923076923076,188,182,0,0
A-6e7827,Company_372,DevTools,US,Basic,Enterprise,1,5061,723.0,554,477,31,0
A-50bb9f,Company_373,Cybersecurity,US,Pro,Enterprise,2,7403,2467.6666666666665,80,70,50,0
A-5247b3,Company_375,FinTech,UK,Pro,Enterprise,16,9259,1157.375,202,191,5,1
A-f44180,Company_376,Cybersecurity,UK,Pro,Enterprise,9,11077,1384.625,595,555,92,0
A-d42431,Company_378,FinTech,FR,Enterprise,Enterprise,22,11321,2264.2,113,111,29,1
A-0a62f5,Company_381,FinTech,UK,Pro,Enterprise,16,3184,3184.0,19,14,14,1
A-f5641b,Company_382,EdTech,US,Pro,Enterprise,31,13857,3464.25,184,130,55,0
A-b44e3e,Company_383,Cybersecurity,UK,Basic,Enterprise,40,35561,5926.833333333333,231,215,69,0
A-3b37d9,Company_384,FinTech,US,Enterprise,Enterprise,23,14858,2476.3333333333335,612,538,125,1
A-54d94a,Company_385,Cybersecurity,IN,Basic,Pro,27,8075,1345.8333333333333,518,289,55,0
A-7f29a7,Company_386,Cybersecurity,UK,Basic,Basic,41,779,779.0,12,4,4,1
A-089363,Company_387,FinTech,AU,Basic,Enterprise,2,7164,716.4,513,485,53,0
A-855a48,Company_389,EdTech,US,Pro,Enterprise,14,30376,3797.0,283,244,62,0
A-756192,Company_390,FinTech,IN,Basic,Enterprise,19,18740,2677.1428571428573,477,379,2,0
A-49b828,Company_391,FinTech,IN,Pro,Enterprise,6,26391,2399.181818181818,514,508,52,0
A-c7ffc2,Company_392,Cybersecurity,US,Pro,Enterprise,30,29211,2921.1,612,494,14,0
A-751c58,Company_393,FinTech,UK,Basic,Enterprise,15,10869,1552.7142857142858,74,63,10,1
A-72799b,Company_394,DevTools,FR,Enterprise,Enterprise,20,14326,1591.7777777777778,322,318,28,0
A-812c5b,Company_395,DevTools,CA,Basic,Enterprise,55,10110,1685.0,218,180,67,0
A-69b156,Company_396,EdTech,US,Pro,Enterprise,7,12139,3034.75,314,278,14,0
A-075038,Company_397,HealthTech,UK,Basic,Enterprise,17,18111,1393.1538461538462,507,444,42,0
A-940b8b,Company_398,HealthTech,DE,Basic,Enterprise,1,9640,1377.142857142857,195,182,17,0
A-2d1036,Company_399,FinTech,US,Pro,Enterprise,69,46230,4623.0,108,89,5,1
A-9affe6,Company_401,Cybersecurity,US,Pro,Enterprise,7,9167,1018.5555555555555,558,543,97,0
A-80eeb6,Company_402,Cybersecurity,UK,Enterprise,Enterprise,22,56928,5175.272727272727,510,443,12,0
A-c7e58b,Company_404,HealthTech,IN,Pro,Enterprise,3,5384,769.1428571428571,463,397,23,0
A-016043,Company_405,EdTech,CA,Basic,Enterprise,4,4341,1085.25,61,59,2,0
A-bbe56f,Company_406,HealthTech,US,Enterprise,Enterprise,21,5607,1401.75,592,398,167,0
A-7c5768,Company_407,HealthTech,UK,Enterprise,Enterprise,3,2382,476.4,212,209,2,0
A-751bd4,Company_408,Cybersecurity,UK,Pro,Basic,10,190,190.0,80,12,12,0
A-4e0e85,Company_409,DevTools,US,Enterprise,Enterprise,6,4544,649.1428571428571,388,227,10,0
A-ad3abd,Company_410,FinTech,US,Pro,Enterprise,44,11748,3916.0,577,562,72,0
A-e19ff6,Company_411,Cybersecurity,UK,Enterprise,Enterprise,1,1676,186.22222222222223,430,418,50,0
A-7920cc,Company_412,Cybersecurity,FR,Pro,Enterprise,39,34536,2656.6153846153848,312,308,8,0
A-5a92e7,Company_413,HealthTech,US,Pro,Enterprise,4,8744,874.4,111,109,2,1
A-fdfc91,Company_414,Cybersecurity,US,Basic,Enterprise,29,20612,2061.2,513,428,16,0
A-1e50e0,Company_415,Cybersecurity,DE,Pro,Enterprise,19,13295,3323.75,587,557,25,0
A-1e1b80,Company_416,FinTech,CA,Enterprise,Enterprise,50,47697,4336.090909090909,384,355,8,1
A-659280,Company_417,FinTech,IN,Enterprise,Enterprise,13,21127,2347.4444444444443,318,310,67,1
A-f6b2fb,Company_418,DevTools,AU,Basic,Enterprise,23,21795,3113.5714285714284,160,130,47,0
A-cb6cc6,Company_419,DevTools,US,Basic,Enterprise,13,1397,232.83333333333334,546,529,23,0
A-d62e02,Company_420,Cybersecurity,US,Pro,Enterprise,6,1990,1990.0,41,27,27,0
A-d535f6,Company_421,DevTools,US,Basic,Enterprise,12,2616,872.0,27,9,1,1
A-39868b,Company_422,FinTech,AU,Pro,Enterprise,9,3753,1251.0,197,158,100,0
A-3cc791,Company_423,EdTech,US,Enterprise,Enterprise,6,6758,965.4285714285714,264,243,84,0
A-337bc1,Company_424,Cybersecurity,US,Pro,Enterprise,30,19379,2768.4285714285716,439,425,2,0
A-58b9ff,Company_425,DevTools,IN,Enterprise,Enterprise,2,20379,2037.9,122,105,3,1
A-1d5444,Company_427,Cybersecurity,US,Basic,Enterprise,24,29782,2481.8333333333335,256,195,14,0
A-0f3e88,Company_428,HealthTech,US,Basic,Enterprise,7,4749,678.4285714285714,435,422,104,0
A-7641d3,Company_429,EdTech,US,Pro,Enterprise,8,11086,1231.7777777777778,592,537,58,0
A-cd458b,Company_430,DevTools,US,Basic,Enterprise,10,16100,2300.0,107,80,4,1
A-c16b88,Company_431,HealthTech,US,Enterprise,Enterprise,23,10082,2520.5,303,206,112,0
A-59f724,Company_432,HealthTech,US,Enterprise,Enterprise,3,9431,857.3636363636364,332,273,37,0
A-87aa7b,Company_433,HealthTech,US,Pro,Enterprise,24,13518,1228.909090909091,137,131,6,1
A-1e6fc3,Company_434,EdTech,FR,Pro,Pro,1,245,122.5,299,182,33,0
A-34ea2f,Company_436,HealthTech,US,Enterprise,Enterprise,8,1671,417.75,46,25,6,1
A-716841,Company_437,FinTech,US,Pro,Enterprise,45,7469,1493.8,147,140,10,1
A-558c72,Company_438,FinTech,US,Basic,Enterprise,12,6048,1209.6,487,476,97,1
A-b11cd0,Company_439,DevTools,US,Pro,Pro,26,4312,862.4,619,548,72,0
A-7f4db3,Company_441,FinTech,US,Pro,Enterprise,4,17722,1772.2,575,569,23,0
A-cc102e,Company_443,HealthTech,US,Enterprise,Enterprise,13,3718,929.5,168,147,7,1
A-dec005,Company_445,HealthTech,US,Pro,Enterprise,21,19599,2449.875,353,349,8,1
A-7c83a1,Company_447,Cybersecurity,US,Pro,Enterprise,12,14511,2073.0,147,139,3,0
A-297a2d,Company_448,HealthTech,UK,Pro,Enterprise,27,9000,2250.0,514,412,32,0
A-4c56c9,Company_449,FinTech,US,Enterprise,Enterprise,9,20783,2597.875,285,140,13,0
A-cbbe12,Company_450,Cybersecurity,DE,Enterprise,Pro,40,4361,1090.25,558,437,114,0
A-4a267b,Company_451,FinTech,US,Pro,Enterprise,25,13671,2278.5,148,144,8,0
A-bcbe98,Company_452,Cybersecurity,US,Enterprise,Enterprise,46,6256,1042.6666666666667,63,63,8,1
A-427b69,Company_453,FinTech,US,Basic,Enterprise,17,6056,2018.6666666666667,38,23,3,0
A-054577,Company_455,EdTech,UK,Basic,Enterprise,2,23577,2357.7,155,150,25,0
A-bc87bc,Company_456,FinTech,US,Pro,Basic,3,342,342.0,75,19,19,0
A-e7beab,Company_458,EdTech,DE,Enterprise,Enterprise,5,4982,1660.6666666666667,346,290,68,0
A-a09355,Company_459,FinTech,US,Basic,Enterprise,14,6971,2323.6666666666665,51,39,6,1
A-31ab9a,Company_460,FinTech,DE,Pro,Enterprise,3,4459,1114.75,211,191,32,0
A-0158bb,Company_461,FinTech,DE,Basic,Basic,5,836,278.6666666666667,131,123,93,0
A-f19b24,Company_462,Cybersecurity,US,Pro,Pro,29,1972,986.0,629,197,41,0
A-798a3f,Company_463,DevTools,FR,Enterprise,Enterprise,12,10976,1568.0,347,280,19,0
A-42b791,Company_464,FinTech,AU,Pro,Pro,3,1421,1421.0,133,111,111,0
A-068fc6,Company_465,EdTech,US,Enterprise,Enterprise,35,19740,2820.0,441,338,72,0
A-6f50ae,Company_466,FinTech,US,Pro,Enterprise,19,19046,1587.1666666666667,375,324,28,0
A-a2485e,Company_467,FinTech,US,Pro,Enterprise,3,4370,1456.6666666666667,57,53,44,0
A-bb1eaa,Company_468,Cybersecurity,US,Basic,Enterprise,21,9156,2289.0,111,92,19,0
A-cc98bc,Company_469,DevTools,US,Basic,Enterprise,32,19999,2222.1111111111113,495,492,10,0
A-d77f4c,Company_470,DevTools,US,Pro,Enterprise,4,42455,4245.5,371,325,57,1
A-ccabf0,Company_471,HealthTech,IN,Pro,Enterprise,1,22379,2486.5555555555557,329,328,21,1
A-4a4c2d,Company_473,DevTools,US,Enterprise,Enterprise,54,29268,2926.8,517,454,12,0
A-b7ef83,Company_474,Cybersecurity,UK,Pro,Enterprise,1,16186,1798.4444444444443,124,110,12,0
A-e08cd3,Company_475,FinTech,US,Pro,Pro,67,3283,3283.0,9,0,0,1
A-19b2c8,Company_476,DevTools,IN,Pro,Enterprise,20,22723,1893.5833333333333,482,469,31,0
A-970c97,Company_477,HealthTech,DE,Enterprise,Enterprise,14,11830,2957.5,213,208,78,0
A-6dee43,Company_478,FinTech,UK,Basic,Enterprise,3,22770,2277.0,415,344,50,0
A-5ed98d,Company_479,DevTools,US,Basic,Enterprise,24,11904,2976.0,100,94,22,1
A-c58f49,Company_480,EdTech,US,Enterprise,Enterprise,70,15260,7630.0,61,51,17,0
A-9c18c4,Company_481,HealthTech,US,Pro,Enterprise,11,11853,1481.625,431,418,23,0
A-cc8c8f,Company_482,DevTools,US,Enterprise,Enterprise,23,6009,3004.5,106,101,66,0
A-5f7781,Company_483,DevTools,US,Pro,Enterprise,22,4796,1598.6666666666667,41,34,17,1
A-e1b9cd,Company_484,DevTools,US,Pro,Enterprise,40,24402,2218.3636363636365,582,559,2,1
A-ac85cd,Company_485,EdTech,US,Enterprise,Pro,53,4611,1537.0,61,59,4,1
A-d792a6,Company_486,DevTools,US,Enterprise,Enterprise,4,10019,770.6923076923077,616,602,3,0
A-ac9111,Company_487,HealthTech,US,Pro,Enterprise,21,14483,1609.2222222222222,415,390,24,0
A-9f0b68,Company_489,EdTech,US,Basic,Enterprise,10,15629,2604.8333333333335,155,136,28,1
A-ccb686,Company_491,DevTools,US,Basic,Enterprise,10,17921,1991.2222222222222,252,241,39,1
A-0e966d,Company_493,FinTech,IN,Basic,Enterprise,11,5632,1126.4,97,92,24,0
A-b9f5b1,Company_494,Cybersecurity,US,Pro,Enterprise,15,4087,817.4,615,568,50,0
A-8ae3fc,Company_495,DevTools,CA,Pro,Pro,9,3896,779.2,94,75,10,0
A-55f257,Company_496,FinTech,US,Basic,Enterprise,9,12137,1213.7,284,262,42,0
A-712533,Company_498,EdTech,US,Pro,Enterprise,18,9268,1324.0,427,414,77,0
A-781cc0,Company_499,EdTech,US,Pro,Enterprise,12,10426,1737.6666666666667,26,26,6,1
